ReefID,ReefName,Longitude,Latitude,BleachingCategory,DateSurveyed
20-197,U/N Reef,150.7261963,-20.44673729,0,6/04/2016
20-262a,Wigton Island Reef (No 1),149.4698181,-20.74207306,0,7/04/2016
20-269,Cockermouth Reef,149.3975372,-20.77874756,2,7/04/2016
20-291,Three Rocks Reef,149.7386322,-20.95089912,2,7/04/2016
20-292,Derwent Reef,149.782135,-20.98659897,2,7/04/2016
20-295,(Big) Stevens Reef,150.1259766,-20.57020569,0,7/04/2016
20-296,Liff Reef,150.2419128,-20.51556396,1,7/04/2016
20-298,Warland Reef,150.3817291,-20.60163498,0,7/04/2016
20-299a,U/N Reef,150.4344025,-20.60325623,0,7/04/2016
20-299c,Southampton Reef,150.4501801,-20.64879608,1,7/04/2016
20-301a,Cole Reefs (No2),150.2307282,-20.6812706,0,7/04/2016
20-301b,Cole Reefs (No3),150.2871399,-20.65514565,0,7/04/2016
20-302,Cole Reefs (No1),150.1860962,-20.70088959,0,7/04/2016
20-304,McIntyre Reef,150.4682312,-20.71710205,0,7/04/2016
20-305,Goble Reefs (East),150.4846344,-20.78170204,1,7/04/2016
20-306,Goble Reefs (West),150.4537659,-20.80457306,0,7/04/2016
20-307,Chauvel Reefs (North),150.3760834,-20.81850624,1,7/04/2016
20-308,Chauvel Reefs (South),150.37883,-20.85866737,1,7/04/2016
20-310,Bushy-Redbill Reef,150.0803223,-20.96219444,1,7/04/2016
20-317,U/N Reef,150.7232361,-20.56340408,1,6/04/2016
20-322,U/N Reef,150.7458649,-20.57420349,1,6/04/2016
20-324,U/N Reef,150.7667542,-20.59622574,0,6/04/2016
20-326,Molar Reef,150.8036041,-20.62533188,1,6/04/2016
20-335,U/N Reef,150.873764,-20.67168617,1,6/04/2016
20-339a,U/N Reef,150.8839722,-20.7258606,1,6/04/2016
20-339b,U/N Reef,150.9378357,-20.70666695,1,6/04/2016
20-348,U/N Reef,150.9531708,-20.88706779,0,6/04/2016
20-353,U/N Reef,150.9179535,-20.96454239,0,6/04/2016
20-369a,Cockatoo Reef (No 1),151.0157623,-20.74736214,0,6/04/2016
20-370a,Rip Reef,151.0679627,-20.80563736,1,6/04/2016
20-370b,U/N Reef,151.0578156,-20.88191795,1,6/04/2016
20-377,Olympic Reef,151.2294159,-20.84253693,1,17/04/2016
20-380,U/N Reef,151.0428162,-20.91514969,0,6/04/2016
20-382,U/N Reef,151.3048554,-20.88574791,0,17/04/2016
20-383,U/N Reef,151.210846,-20.93144608,0,17/04/2016
20-385,U/N Reef,151.326294,-20.94240761,0,17/04/2016
20-386,U/N Reef,151.1835175,-20.96024895,1,17/04/2016
20-388a,U/N Reef,151.3562012,-20.95941734,0,17/04/2016
20-389,U/N Reef,151.4033661,-20.96608734,1,17/04/2016
20-391,U/N Reef,151.4776917,-20.99131012,1,17/04/2016
20-469,U/N Reef,150.6504059,-20.49994469,1,6/04/2016
20-470,U/N Reef,150.6771393,-20.47095871,1,6/04/2016
20-474,U/N Reef,150.693161,-20.46883392,1,6/04/2016
20-568,U/N Reef,151.3710175,-20.95566177,0,17/04/2016
20-598,U/N Reef,150.4033051,-20.10764122,1,6/04/2016
21-025,Penrith Reef,149.8979645,-21.01667213,1,7/04/2016
21-034,Double Island Reef,149.8296204,-21.37520409,1,6/04/2016
21-050,Noel Reef,149.8934937,-21.49390602,2,6/04/2016
21-054,Prince Reef,150.2562256,-21.06552696,2,17/04/2016
21-056b,U/N Reef,150.4547272,-21.07901001,2,17/04/2016
21-057,U/N Reef,150.4814606,-21.12298584,2,17/04/2016
21-061,U/N Reef,150.692337,-21.05476952,0,6/04/2016
21-062,U/N Reef,150.8651123,-21.03121948,0,6/04/2016
21-064,U/N Reef,150.7779846,-21.05713272,1,6/04/2016
21-065,U/N Reef,150.8303223,-21.07218361,0,6/04/2016
21-068,U/N Reef,150.830658,-21.1288929,0,17/04/2016
21-070,U/N Reef,150.789566,-21.13311958,1,17/04/2016
21-071,U/N Reef,150.7631226,-21.13590622,0,17/04/2016
21-072,U/N Reef,150.6603546,-21.16360283,1,6/04/2016
21-073,U/N Reef,150.8556213,-21.13931656,1,17/04/2016
21-076,U/N Reef,150.8732758,-21.18617821,1,17/04/2016
21-081,U/N Reef,150.8828583,-21.22441864,1,17/04/2016
21-082,U/N Reef,150.8965912,-21.24571228,1,17/04/2016
21-086,Paul Reef,150.7849884,-21.33171272,1,6/04/2016
21-087,U/N Reef,150.9747925,-21.38442421,1,17/04/2016
21-091,U/N Reef,151.5545044,-21.04234505,1,17/04/2016
21-092,U/N Reef,151.1628876,-21.01262283,0,17/04/2016
21-093,U/N Reef,151.1032105,-21.02966309,1,17/04/2016
21-094,U/N Reef,151.151535,-21.03481483,1,17/04/2016
21-100,U/N Reef,151.0711212,-21.07071495,1,17/04/2016
21-101,U/N Reef,151.5283661,-21.01545143,1,17/04/2016
21-109,U/N Reef,151.0734558,-21.12340164,1,17/04/2016
21-115,U/N Reef,151.0368042,-21.17749405,1,17/04/2016
21-116,U/N Reef,151.0127716,-21.21458054,1,17/04/2016
21-128,Storm Reef,151.1672363,-21.32230186,2,17/04/2016
21-129,U/N Reef,151.0965118,-21.35380936,1,17/04/2016
21-131,Nancy Foster Reef,151.3673401,-21.36973381,1,17/04/2016
21-132,U/N Reef,151.3279877,-21.39435387,1,17/04/2016
21-133,U/N Reef,151.2503357,-21.37825012,2,17/04/2016
21-134,U/N Reef,151.2745972,-21.38881302,1,17/04/2016
21-135,U/N Reef,151.4798584,-21.36478806,1,17/04/2016
21-136,U/N Reef,151.4208984,-21.38519478,1,17/04/2016
21-139,U/N Reef,151.4691467,-21.47309494,1,17/04/2016
21-143,U/N Reef,151.5632935,-21.04230118,1,17/04/2016
21-144,U/N Reef,151.5725403,-21.05036545,0,17/04/2016
21-145a,U/N Reef,151.6099701,-21.06549835,1,17/04/2016
21-146,U/N Reef,151.6415863,-21.07686806,0,17/04/2016
21-147,U/N Reef,151.6636353,-21.06974411,0,17/04/2016
21-148,Patricia Mather Reef,151.6878967,-21.08218956,0,17/04/2016
21-149,U/N Reef,151.7160797,-21.09569168,0,17/04/2016
21-150,U/N Reef,151.7348785,-21.10695457,0,17/04/2016
21-151,U/N Reef,151.7534485,-21.1144619,0,17/04/2016
21-157,U/N Reef,151.7565918,-21.14909172,0,17/04/2016
21-158,U/N Reef,151.7765808,-21.15070915,0,17/04/2016
21-159,U/N Reef,151.7991638,-21.16200638,1,17/04/2016
21-161,U/N Reef,151.8226929,-21.18107986,0,17/04/2016
21-165,U/N Reef,151.8231506,-21.19952965,0,17/04/2016
21-172,Riptide Reef,151.8458252,-21.24135208,1,17/04/2016
21-180,U/N Reef,151.8265381,-21.34622002,0,17/04/2016
21-181,U/N Reef,151.8578949,-21.37122536,0,17/04/2016
21-185,U/N Reef,151.9017639,-21.3990097,0,17/04/2016
21-236,U/N Reef,152.3966675,-21.21899033,1,17/04/2016
21-237,U/N Reef,152.4723358,-21.2400341,1,17/04/2016
21-238,U/N Reef,152.5121002,-21.23604202,1,17/04/2016
21-241,Centenery Reef,152.3307037,-21.28257179,0,17/04/2016
21-242a,U/N Reef,152.2311554,-21.30331612,1,17/04/2016
21-247,U/N Reef,152.1629944,-21.33177567,0,17/04/2016
21-258,Mystery Reef,152.0170898,-21.37743568,1,17/04/2016
21-263,U/N Reef,152.4906158,-21.41230583,1,17/04/2016
21-289a,U/N Reef,152.5951233,-21.18595886,2,17/04/2016
21-290,U/N Reef,152.5225525,-21.20072746,1,17/04/2016
21-294,U/N Reef,152.6052551,-21.28995514,1,17/04/2016
21-295,U/N Reef,152.5805969,-21.31895638,1,17/04/2016
21-296,U/N Reef,152.55336,-21.33865738,2,17/04/2016
21-299,U/N Reef,152.5291443,-21.37872505,1,17/04/2016
21-300a,U/N Reef,152.5075226,-21.39318848,1,17/04/2016
21-303,U/N Reef,152.5197449,-21.46067429,1,17/04/2016
21-304,U/N Reef,152.5101166,-21.47377586,1,17/04/2016
21-306,U/N Reef,152.509491,-21.4948616,1,17/04/2016
21-334,Curlew Reef,149.7831421,-21.60557938,3,6/04/2016
21-386,Pine Peak Reef,150.2584534,-21.51895905,2,6/04/2016
21-394,North East Reef,150.3301086,-21.66446686,2,6/04/2016
21-403b,South Island Reef (No 2),150.3443604,-21.73621368,2,6/04/2016
21-433,U/N Reef/ Heart Reef,151.4775543,-21.55069733,2,17/04/2016
21-449,U/N Reef,151.5774689,-21.62550163,1,17/04/2016
21-450,U/N Reef,151.6245422,-21.62705231,1,17/04/2016
21-453,U/N Reef,151.6924133,-21.65459442,2,17/04/2016
21-460,U/N Reef,151.7421722,-21.71146393,1,17/04/2016
21-464,U/N Reef,151.7736816,-21.75589371,1,17/04/2016
21-466,U/N Reef,151.9869385,-21.83785439,1,17/04/2016
21-467,U/N Reef,151.9263001,-21.8867054,1,17/04/2016
21-470,U/N Reef,152.4947968,-21.51159668,1,17/04/2016
21-474,U/N Reef,152.4745789,-21.53461266,1,17/04/2016
21-479,U/N Reef,152.4567413,-21.56138802,0,17/04/2016
21-491,U/N Reef,152.4735718,-21.61081314,0,17/04/2016
21-496,U/N Reef,152.475769,-21.64585686,1,17/04/2016
21-526,U/N Reef,152.3121948,-21.83160782,1,17/04/2016
21-529,U/N Reef,152.1729584,-21.8669281,1,17/04/2016
21-530,U/N Reef,152.4398346,-21.85553551,1,17/04/2016
21-531,U/N Reef,152.4085846,-21.862854,1,17/04/2016
21-532,U/N Reef,152.3540955,-21.8627739,2,17/04/2016
21-538,Emperor Reef,152.4438171,-21.8837204,1,17/04/2016
21-540,U/N Reef,152.4777222,-21.9057827,1,17/04/2016
21-544,U/N Reef,152.1087341,-21.92170143,1,17/04/2016
21-546,U/N Reef,152.4926148,-21.93086052,1,17/04/2016
21-551,U/N Reef,152.0556488,-21.96060562,1,17/04/2016
21-556,Gannett Cay Reef,152.4773865,-21.98163605,1,17/04/2016
21-560,U/N Reef,152.5397949,-21.66206551,1,17/04/2016
21-562,Turner Reef,152.5587616,-21.71955299,1,17/04/2016
21-565,Bills Reef,152.5930176,-21.78662682,0,17/04/2016
21-566,Blu-Lion Reef,152.6274567,-21.82133293,0,17/04/2016
21-570,Triangle Reef,152.6355743,-21.84602356,1,17/04/2016
21-575,Heart Reef,152.6570587,-21.89438248,1,17/04/2016
21-579,Hill Reef,152.672348,-21.91166115,1,17/04/2016
21-582,Beacon Reef,152.6879273,-21.93577385,0,17/04/2016
21-586,Follett Reef,152.701416,-21.96721268,1,17/04/2016
21-591,U/N Reef,150.3724213,-21.02275085,1,17/04/2016
21-674,U/N Reef,151.9261627,-21.80414963,1,17/04/2016
21-761,U/N Reef,152.3756867,-21.86188126,3,17/04/2016
22-084,U/N Reef,152.4649658,-21.99973488,1,17/04/2016
22-090,Chesterman Reef,152.4287415,-22.04010582,1,17/04/2016
22-092,U/N Reef,152.4773712,-22.07732201,2,17/04/2016
22-103,Half Moon Reef,152.72612,-22.01127243,1,17/04/2016
22-106,U/N Reef,152.7378388,-22.05660439,1,17/04/2016
22-111,U/N Reef,152.5220642,-22.07334137,1,17/04/2016
22-115,U/N Reef,152.5335846,-22.10583496,1,17/04/2016
22-116,Hook Reef,152.7417145,-22.09586525,1,17/04/2016
22-121,Sinker Reef,152.7461548,-22.11695099,1,17/04/2016
22-122,Junior Reef,152.5317993,-22.1481514,1,17/04/2016
22-123,U/N Reef,152.5975952,-22.14977264,1,17/04/2016
22-124,Taiwan Reef,152.7605591,-22.15019226,1,17/04/2016
22-125,U/N Reef,152.553009,-22.15541458,1,17/04/2016
22-129,U/N Reef,152.6269074,-22.18472099,1,17/04/2016
22-131,Sunray Reef,152.761322,-22.18341255,1,17/04/2016
22-133,Sandshoe Reef,152.7570496,-22.20902634,1,17/04/2016
22-134,U/N Reef,152.6186676,-22.22284508,1,17/04/2016
22-139,U/N Reef,152.6046906,-22.26438522,1,17/04/2016
22-140,Sweetlip Reef,152.73732,-22.27070427,0,17/04/2016
22-141,Dicks Reef,152.662796,-22.30785561,1,17/04/2016
22-142,U/N Reef,152.7365112,-22.29887009,1,17/04/2016
22-143,U/N Reef,152.7290039,-22.32504654,1,17/04/2016
22-144,U/N Reef,152.6802521,-22.33198547,0,17/04/2016
23-004b,North Keppel (Ko-no-mie) Island Reef (No 2),150.8928986,-23.08244133,2,17/04/2016
23-010,Middle (Ba-la-ba) Island Reef,150.9157562,-23.16776657,2,17/04/2016
23-012b,Great Keppel (Wop-pa) Island Reef (No 2),150.9755707,-23.1511116,2,17/04/2016
23-012c,Great Keppel (Wop-pa) Island Reef (No 3),150.9861298,-23.17248726,1,17/04/2016
23-012e,Great Keppel (Wop-pa) Island Reef (No 5),150.9346619,-23.18856049,2,17/04/2016
23-014,Halfway Island Reef,150.9699097,-23.20013618,3,17/04/2016
23-031a,Barren (A-rum-mi) (First Lump) Reef (No 1),151.070694,-23.16266632,1,17/04/2016
23-052a,Heron Reef,151.9711304,-23.44615173,0,28/04/2016
23-053,Wistari Reef,151.876709,-23.46987534,0,28/04/2016
23-055a,One Tree Island Reef,152.061142,-23.4956665,1,23/03/2016
23-068,Erskine Reef,151.7736359,-23.50185394,0,28/04/2016
23-069,Mast Head Reef,151.7267151,-23.52691841,0,28/04/2016
23-070,Irving Reef,151.6273193,-23.53884888,0,28/04/2016
23-071,Polmaise Reef,151.6779175,-23.55586243,0,28/04/2016
