ReefID,ReefName,Longitude,Latitude,BleachingCategory,DateSurveyed
09-245d,U/N Foreshore,142.1654676,-9.934550145,4,11/04/2016
09-246,Mabuiag Reef,142.2201762,-10.00593397,4,11/04/2016
09-249b,U/N Foreshore,142.187549,-9.931314078,4,11/04/2016
09-251j,U/N Reef,142.1749855,-9.93968978,3,11/04/2016
09-251j,U/N Reef,142.1938308,-9.944829416,4,11/04/2016
09-252,U/N Island,142.176889,-9.93664407,4,11/04/2016
09-255d,U/N Reef,142.2083741,-9.955489401,4,11/04/2016
09-256b,U/N Reef,142.2106583,-9.945781201,4,11/04/2016
09-258c,U/N Reef,142.213704,-9.965197602,4,11/04/2016
09-258d,U/N Reef,142.216369,-9.972811878,4,11/04/2016
09-258e,U/N Reef,142.2146558,-9.968814383,4,11/04/2016
09-259,Ngie Reef,142.2183122,-9.937153922,4,11/04/2016
09-260a,U/N Reef,142.2367372,-9.977190086,4,11/04/2016
09-270,Numar Reef,142.3604512,-9.6809328,4,11/04/2016
09-279,Anui Reef,142.2753005,-9.916348677,4,11/04/2016
09-279a,Anui Reef,142.2605257,-9.903383089,4,11/04/2016
09-279b,Anui Reef,142.2676116,-9.907755205,4,11/04/2016
09-281,Gariar Reef,142.3223384,-9.885593096,4,11/04/2016
09-283b,U/N Reef,142.3154033,-9.857098955,4,11/04/2016
09-285,Kuradhwa Dhadan Lag,142.3365101,-9.867501578,4,11/04/2016
09-288,Buin Dhadua Lag,142.3562299,-9.859631768,4,11/04/2016
09-289,U/N Reef,142.3470334,-9.837318896,4,11/04/2016
09-290,Kai (Piliu Kuth) Reef,142.4073384,-9.776531396,3,11/04/2016
09-291,Beka Reef,142.3883423,-9.742157511,3,11/04/2016
09-319,Mourilyan Reef,142.6335275,-9.804353424,4,11/04/2016
09-321a,U/N Reef,142.6367993,-9.75973853,4,11/04/2016
09-329,U/N Island,142.7162138,-9.835286417,4,11/04/2016
09-331,Sereu Rock,142.7428637,-9.870532183,4,11/04/2016
09-332e,Yam (Iama) Island Reef,142.7684429,-9.893434496,4,11/04/2016
09-355,Wapa Reef,143.130404,-9.481016,4,24/03/2016
09-356,U/N Reef,143.1536505,-9.552059015,4,24/03/2016
09-357,Mutacomai and Dagagota Reefs,143.197677,-9.285727,4,24/03/2016
09-358a,Kokope Reef,143.196397,-9.355257,4,24/03/2016
09-366,U/N Reef,143.3131916,-9.341446348,3,24/03/2016
09-368,U/N Reef,143.3491634,-9.355145898,3,24/03/2016
09-372,Zagai Island,142.932236,-9.854157,4,24/03/2016
09-376,Dungeness (Jeaka) Reef,142.936186,-9.884068,4,24/03/2016
09-376,Dungeness (Jeaka) Reef,142.98632,-9.939992,4,24/03/2016
09-378,Tudu Island,142.97189,-9.803341,4,24/03/2016
09-394,Warrior Reef,143.0928,-9.69028,4,24/03/2016
09-406,Mimi Islet,143.397878,-9.954496,2,24/03/2016
09-407,Aukane Islet,143.3934,-9.86982,3,24/03/2016
09-408,Kabbikane Islet,143.407515,-9.821474,2,24/03/2016
09-409,Masig Island,143.408802,-9.751925,2,24/03/2016
09-410,Keats (Pentrick) Island,143.430602,-9.687788,3,24/03/2016
09-411,U/N Reef,143.4360369,-9.974306691,1,24/03/2016
09-419a,Campbell (Kapker) Island Reef,143.493229,-9.566411,4,24/03/2016
09-423,U/N Reef,143.5140228,-9.551694989,2,24/03/2016
09-424,Stephens (Ugar) Island,143.547044,-9.506308,1,24/03/2016
09-440,Arrel,143.6552803,-9.692167957,0,12/04/2016
09-447,Taiben Reef,143.6862133,-9.68098449,0,12/04/2016
09-449,Kaliko (Calico) Reef,143.6969923,-9.714868015,0,12/04/2016
09-452,Sekmemed,143.7119115,-9.686695196,0,12/04/2016
09-454c,U/N Reef,143.77511,-9.741137264,0,12/04/2016
09-454n,U/N Reef,143.7634506,-9.742802887,0,12/04/2016
09-458,Bodo Reef,143.7855796,-9.740661372,0,12/04/2016
09-459,U/N Reef,143.8010461,-9.740899318,0,12/04/2016
09-468,U/N Reef,143.6017425,-9.819469121,0,12/04/2016
09-470,U/N Reef,143.6238714,-9.820896797,0,12/04/2016
09-472,Tagun Reef,143.6805026,-9.810903061,0,12/04/2016
09-493,Seo Reef,143.7906717,-9.664185495,0,12/04/2016
09-496,Gednur (Patemed) Reef,143.8094694,-9.596132911,1,12/04/2016
09-503b,Kaurdog Reef,143.8549171,-9.579476683,0,12/04/2016
09-513,Big Mary Reef,143.8517286,-9.742564941,0,12/04/2016
09-513a,Big Mary Reef,143.885279,-9.733285043,0,12/04/2016
09-514,Little Mary (Kibimem) Reef,143.8869447,-9.764455982,0,12/04/2016
09-523,Small Wai [Tutubel] Reef,143.8779027,-9.882596221,0,12/04/2016
09-531,Gebar Reef,143.872192,-9.966472221,0,12/04/2016
09-544b,U/N Reef,144.0336146,-9.948959388,0,12/04/2016
09-545a,Mer (Murray) Island Reef,144.0662132,-9.918502288,0,12/04/2016
09-560a,Au Nor,144.1166578,-9.568174244,0,12/04/2016
09-560b,Au Nor,144.146639,-9.576502357,0,12/04/2016
09-560d,Au Nor,144.1582984,-9.570077812,0,12/04/2016
09-562,Madi,144.1161819,-9.710132887,0,12/04/2016
09-563,U/N Reef,144.1311725,-9.677772218,0,12/04/2016
09-563a,U/N Reef,144.1385489,-9.653501715,0,12/04/2016
09-565,Mer Au Nor,144.169006,-9.619951315,0,12/04/2016
09-571,U/N Reef,144.0809659,-9.820182959,0,12/04/2016
09-572,Sepgiz,144.0514606,-9.839932485,0,12/04/2016
09-574,Wad,144.1230824,-9.74689556,0,12/04/2016
09-584,U/N Reef,144.2054117,-9.636464775,0,12/04/2016
09-586,Don Cay (Kerged) Reef,144.2201644,-9.604817943,0,12/04/2016
09-587,U/N Reef,144.2287304,-9.620760332,0,12/04/2016
09-634,U/N Reef,144.1121368,-9.998214231,0,12/04/2016
09-635,U/N Reef,144.1211788,-9.988696387,0,12/04/2016
09-636,U/N Reef,144.1302207,-9.985127196,0,12/04/2016
09-638,U/N Reef,144.1371212,-9.973705783,0,12/04/2016
09-640,U/N Reef,144.1490185,-9.969660699,0,12/04/2016
09-642,U/N Reef,144.1552051,-9.950387065,0,12/04/2016
09-644,U/N Reef,144.1580604,-9.937537976,0,12/04/2016
09-646,U/N Reef,144.1630573,-9.92016791,0,12/04/2016
09-649,U/N Reef,144.1654368,-9.905177306,0,12/04/2016
09-652,U/N Reef,144.1699577,-9.90065633,0,12/04/2016
10-067,Flat Islet,142.0748577,-10.11913921,4,11/04/2016
10-068a,U/N Foreshore,142.0809492,-10.10124566,4,11/04/2016
10-070d,U/N Foreshore,142.1150706,-10.19263481,4,11/04/2016
10-071c,U/N Foreshore,142.0937031,-10.06983678,4,11/04/2016
10-075,U/N Sand Bank,142.1043631,-10.06717178,4,11/04/2016
10-076c,U/N Reef,142.1052553,-10.1997732,4,11/04/2016
10-077c,U/N Foreshore,142.1083605,-10.05765394,4,11/04/2016
10-080b,Midway Rocks,142.1093123,-10.04432896,4,11/04/2016
10-081,U/N Rocky Island,142.1089316,-10.05213359,4,11/04/2016
10-085b,U/N Sand Bank,142.1249216,-10.04775538,4,11/04/2016
10-088a,U/N Reef,142.1247312,-10.04394824,4,11/04/2016
10-093b,U/N Foreshore,142.1302397,-10.18638873,4,11/04/2016
10-095,South Island,142.1312034,-10.04566146,4,11/04/2016
10-105a2,U/N Foreshore,142.085137,-10.12865706,4,11/04/2016
10-105s,U/N Rocky Island,142.1266348,-10.16273094,4,11/04/2016
10-105x,U/N Foreshore,142.1079798,-10.14997703,4,11/04/2016
10-105y,U/N Foreshore,142.1049341,-10.08201962,4,11/04/2016
10-105z,U/N Foreshore,142.1367832,-10.18162981,4,11/04/2016
10-138h,U/N Reef,142.3325852,-10.1569598,4,11/04/2016
10-146,Tobin (Zagarsum) Island Reef,142.3435902,-10.10371936,4,11/04/2016
10-148b,Portlock (Kulbi) Island Reef,142.3605438,-10.11859099,3,11/04/2016
10-157a,Pumpkin Island Reef,142.125683,-10.02081988,4,11/04/2016
10-158a,U/N Foreshore,142.1218759,-10.01510918,4,11/04/2016
10-160b,North Island Reef,142.1378659,-10.02852934,4,11/04/2016
10-162,U/N Reef,142.1317744,-10.01606096,4,11/04/2016
10-163,U/N Reef,142.1483355,-10.02081988,4,11/04/2016
10-169b,U/N Reef,142.0877068,-10.32722308,4,11/04/2016
10-170b,U/N Reef,142.1103117,-10.34328444,4,11/04/2016
10-174,U/N Reef,142.1070399,-10.32573591,4,11/04/2016
10-176,U/N Reef,142.1228039,-10.40693502,4,11/04/2016
10-176a,U/N Reef,142.109122,-10.40277096,4,11/04/2016
10-182,Hawkesbury Reefs,142.2146234,-10.36159345,4,11/04/2016
10-183a,Channel (Murabar) Island Reef,142.2214643,-10.34880385,4,11/04/2016
10-184f,Hawkesbury Island Reef,142.1210193,-10.3721354,4,11/04/2016
10-192b,U/N Reef,142.1040656,-10.29167988,4,11/04/2016
10-193b,Whale (Mathu) Island Reef,142.0752147,-10.26015202,4,11/04/2016
10-194g,U/N Reef,142.0769993,-10.23219335,4,11/04/2016
10-194g,U/N Reef,142.0850299,-10.24230606,3,11/04/2016
10-196k,U/N Reef,142.1040656,-10.27621338,4,11/04/2016
10-204,Long Reef,142.3053403,-10.31257655,4,11/04/2016
10-210c,Sunk Reefs,142.1520593,-10.53062535,4,11/04/2016
10-214,North Torres (Di Maza) Reef,142.2375257,-10.41572619,4,11/04/2016
10-215,North West (Katai Nab) Reef,142.2407975,-10.47937677,4,11/04/2016
10-216,South Torres (Dana Thiam) Reef,142.2333616,-10.45082324,4,11/04/2016
10-240,U/N Rocky Island,142.2064253,-10.76038611,4,11/04/2016
10-253,Turtle Island,142.2555373,-10.73583007,4,11/04/2016
10-254a,U/N Reef,142.2679867,-10.73069043,4,11/04/2016
10-262a,U/N Reef,142.1762347,-10.57126655,4,11/04/2016
10-282a,U/N Reef,142.328912,-10.55409903,4,11/04/2016
10-283b,U/N Reef,142.348053,-10.54893208,4,24/03/2016
10-283b,U/N Reef,142.3414644,-10.55053668,4,11/04/2016
10-284a,U/N Reef,142.3506016,-10.54368383,4,11/04/2016
10-286a,U/N Reef,142.3740455,-10.55505082,4,12/04/2016
10-299,U/N Reef,143.0896149,-10.77538872,4,24/03/2016
10-300,Alpha Reef,142.5180015,-10.61241936,4,12/04/2016
10-302,Kagar Reef,142.9126434,-10.59951687,4,24/03/2016
10-302,Kagar Reef,142.9104163,-10.62740996,4,12/04/2016
10-303,Mount Adolphus (Mori) Island,142.6533966,-10.6502285,4,24/03/2016
10-303d,Mount Adolphus (Mori) Island Reef,142.6384617,-10.62163977,4,12/04/2016
10-303d,Mount Adolphus (Mori) Island Reef,142.6446381,-10.63807487,4,24/03/2016
10-305,Kai-Damun Reef,142.8497772,-10.65218353,4,24/03/2016
10-305,Kai-Damun Reef,142.8552128,-10.6616742,4,12/04/2016
10-311a,Akone Islet Reef,142.6699599,-10.66684953,4,12/04/2016
10-318a,Albany Island Reef (No 1),142.5929718,-10.71530914,4,25/03/2016
10-318b,Albany Island Reef (No 2),142.6178436,-10.72830391,4,25/03/2016
10-318c,Albany Island Reef (No 3),142.6233063,-10.7466259,4,25/03/2016
10-319b,Twin (Kai Nel Gi) Island Reef,142.4421737,-10.46338731,4,12/04/2016
10-320,Mai Reef,142.6246491,-10.72395611,4,25/03/2016
10-321,Albany Rock Reef,142.6298218,-10.71882725,4,24/03/2016
10-322,North Brother Reef,142.673172,-10.70076275,4,24/03/2016
10-323,Middle Brother Reef,142.6854401,-10.71178818,4,24/03/2016
10-325,North Ledge,142.738327,-10.68028641,4,24/03/2016
10-325,North Ledge,142.7495647,-10.68927595,4,12/04/2016
10-326,Meggi-Damun Reef,142.7861023,-10.68252754,4,24/03/2016
10-326,Meggi-Damun Reef,142.7914432,-10.69022773,4,12/04/2016
10-327,South Ledge,142.7143487,-10.69403487,4,12/04/2016
10-327,South Ledge,142.7324677,-10.70542622,4,24/03/2016
10-335,Harrington Reef,142.723114,-10.82125187,4,25/03/2016
10-336,Wyborn Reef,142.7622376,-10.82104492,4,25/03/2016
10-337,U/N Reef,142.9288025,-10.80788326,4,24/03/2016
10-338,Womer Reef,142.9836273,-10.79982185,4,24/03/2016
10-341,Shortland Reef,142.7727051,-10.90133476,4,25/03/2016
10-345a,U/N Reef,143.3707944,-10.62474496,4,12/04/2016
10-346a,Small Bayag,143.2042321,-10.63216888,3,12/04/2016
10-347a,U/N Reef,143.032435,-10.64359029,4,12/04/2016
10-347a,U/N Reef,143.0377502,-10.64728355,4,24/03/2016
10-349,U/N Reef,143.4337463,-10.69710159,4,24/03/2016
10-350,U/N Reef,143.4663239,-10.69664955,4,24/03/2016
10-351,U/N Reef,143.1903229,-10.73180485,4,24/03/2016
10-352,U/N Reef,143.3367767,-10.73468304,4,24/03/2016
10-353,U/N Reef,143.0937347,-10.75188351,4,24/03/2016
10-355,U/N Reef,143.324295,-10.75677586,4,24/03/2016
10-377,Travers Island,142.3627625,-10.3681736,3,24/03/2016
10-381,U/N Reef,143.9644928,-10.68788147,2,24/03/2016
10-384,U/N Reef,143.9637756,-10.70974445,3,24/03/2016
10-386,U/N Reef,143.9796143,-10.72316742,2,24/03/2016
10-387,U/N Reef,143.5209961,-10.69328785,4,24/03/2016
10-388a,U/N Reef,142.4483672,-10.49658436,4,12/04/2016
10-390,U/N Reef,143.9733429,-10.7404232,1,24/03/2016
10-391,Triangle Reef,143.9823456,-10.75539112,2,24/03/2016
10-398,U/N Reef,143.9754791,-10.77815247,2,24/03/2016
10-399,U/N Reef,143.9852905,-10.78567314,3,24/03/2016
10-402,U/N Reef,144.0065918,-10.80548668,3,24/03/2016
10-406,U/N Reef,144.0144959,-10.84487152,3,24/03/2016
10-412,U/N Reef,144.0140991,-10.88740253,2,24/03/2016
10-414,U/N Reef,144.0180969,-10.92669582,2,24/03/2016
10-416b,U/N Reef,144.0321503,-10.96593094,3,24/03/2016
10-418a,U/N Reef,144.035202,-10.9968214,2,24/03/2016
10-419a,U/N Reef,144.0129089,-11.00776577,3,24/03/2016
10-419b,U/N Reef,144.013092,-11.01794815,2,24/03/2016
10-420,U/N Reef,143.9950409,-11.01778316,2,24/03/2016
10-423a,Watson Cay Reef,142.4598863,-10.03887905,2,11/04/2016
10-423a,Watson Cay Reef,142.4491788,-10.04631487,3,11/04/2016
10-426,U/N Reef,144.0145264,-10.95084667,1,24/03/2016
10-429,U/N Reef,142.565918,-10.72224331,4,25/03/2016
10-430,U/N Reef,142.5771332,-10.72992325,4,25/03/2016
10-441,Mount Ernest (Nagheer) Island,142.482834,-10.250943,4,24/03/2016
10-446,Pinnace Reef,142.4875476,-10.11026288,4,11/04/2016
10-449,Suarji (Burke) Island,142.510557,-10.160559,4,24/03/2016
10-449a,Suarji Island Reef,142.505691,-10.15517521,4,11/04/2016
10-450,Getullai (Pole) Island,142.515185,-10.19084,4,24/03/2016
10-456a,Saddle Island Reef,142.6792132,-10.16826224,4,11/04/2016
10-456a,Saddle Island Reef,142.67645,-10.171965,4,24/03/2016
10-458,Wednesday (Maururra) Island,142.308422,-10.529088,4,24/03/2016
10-458b,U/N Reef,142.2964935,-10.52021313,4,24/03/2016
10-462b,Hammond (Keriri) Island Reef,142.1867043,-10.5471864,4,11/04/2016
10-462g,U/N Bank,142.1743311,-10.56346191,4,11/04/2016
10-476a,Goods (Palilug) Island Reef,142.1691915,-10.56003549,4,11/04/2016
10-485a3,U/N Foreshore,142.1128458,-10.72136295,4,11/04/2016
10-485k,U/N Reef,142.1151301,-10.65607054,4,11/04/2016
10-485k,U/N Reef,142.1056123,-10.69319013,3,11/04/2016
10-485l,U/N Reef,142.1991917,-10.74991648,4,11/04/2016
10-485m,U/N Reef,142.2634181,-10.72821579,4,11/04/2016
10-485p,U/N Reef,142.1391151,-10.63703485,4,11/04/2016
10-485q,U/N Reef,142.1627749,-10.76736448,4,11/04/2016
10-486b,Little Adolphus Island Reef,142.6247798,-10.59516826,4,12/04/2016
10-490,Quoin Island,142.3695984,-10.71320534,4,24/03/2016
10-495c,U/N Reef,142.325257,-10.59715837,4,11/04/2016
10-495c,U/N Reef,142.3124287,-10.63010353,4,11/04/2016
10-497b,Lacey Island Reef,142.6125851,-10.61241936,4,12/04/2016
10-498,U/N Reef,143.2908445,-10.60856463,4,12/04/2016
10-500,U/N Reef,142.6250773,-10.60974246,4,12/04/2016
10-503,U/N Reef,143.9238281,-10.61352062,1,24/03/2016
10-508,U/N Reef,143.4336122,-10.6161789,4,12/04/2016
10-509,U/N Reef,143.46978,-10.62569675,3,12/04/2016
10-514,U/N Reef,143.9502716,-10.6531477,2,24/03/2016
10-518c,Great Woody (Kai-Yelubi) Island Reef,142.3519592,-10.70862865,4,24/03/2016
10-521,Possession (Bedanug) Island,142.3907623,-10.74054527,4,24/03/2016
10-521a,U/N Reef,142.4148254,-10.71356201,4,24/03/2016
10-522d,Entrance (Zuna) Island Reef,142.2995952,-10.70272241,4,11/04/2016
10-523b,U/N Reef,142.4133148,-10.72872162,4,24/03/2016
10-528,Packe (Tarilag) Island,142.2256513,-10.74211185,4,11/04/2016
10-541,Warraber (Sue Islet),142.824348,-10.207618,4,24/03/2016
10-543a,Lowry Reef,142.8194824,-10.1013399,4,11/04/2016
10-543b,Lowry Reef,142.8281079,-10.10580139,4,11/04/2016
10-543c,Lowry Reef,142.8465487,-10.10342193,4,11/04/2016
10-543d,Lowry Reef,142.8260259,-10.09747328,4,11/04/2016
10-543i,U/N Sand Bank,142.8349489,-10.09182206,4,11/04/2016
10-544a,Kirkcaldie Reef,142.8386521,-10.33552846,4,12/04/2016
10-545a4,Sassie Reef,142.8816458,-10.03069965,4,11/04/2016
10-547b,Bet (Burrar) Islet Reef,142.8185901,-10.1432779,3,11/04/2016
10-547b,Bet (Burrar) Islet Reef,142.917661,-10.164147,4,24/03/2016
10-547c,U/N Reef,142.825431,-10.15904183,4,11/04/2016
10-548,Melanie Shoal,142.8896099,-10.34080516,4,12/04/2016
10-549,Day Reef,142.948033,-10.044841,3,24/03/2016
10-554a,Coconut (Poruma) Island Reef,143.0812679,-10.05505539,4,12/04/2016
10-556a,Caldbeck Reef,143.1600756,-10.10698713,4,12/04/2016
10-559a,Meggi-Maituine Reef,143.1107184,-10.29714429,4,12/04/2016
10-560a,Kai-Maituine Reef,143.1123768,-10.25719219,4,12/04/2016
10-561a,Woiz Reef,143.2348855,-10.17635933,3,12/04/2016
10-562,Susur Reef,143.2475739,-10.4130106,4,24/03/2016
10-563a,Meiu Reef,143.2449982,-10.32953713,4,12/04/2016
10-565,Gubmarau Reef,143.3003624,-10.38679886,4,12/04/2016
10-565,Gubmarau Reef,143.3199616,-10.38750362,4,24/03/2016
10-566a,Half Way (Zuizin) Island Reef,143.322156,-10.108313,2,24/03/2016
10-566a,Half Way (Zuizin) Island Reef,143.326584,-10.12056097,2,12/04/2016
10-567,Kodnasem Reef,143.341991,-10.143424,3,24/03/2016
10-567,Kodnasem Reef,143.3456197,-10.14762734,2,12/04/2016
10-568,U/N Reef,143.3502728,-10.0871282,2,24/03/2016
10-572,Maped-Au-Kap Reef,143.385979,-10.324091,2,24/03/2016
10-575,Thiwlag Reef,143.089798,-10.59838772,4,24/03/2016
10-576,Dugong (Athub) Islet,143.099833,-10.520869,4,24/03/2016
10-577a,U/N Reef,143.138504,-10.4736433,4,24/03/2016
10-582a,Bayag Reef,143.2514496,-10.56016731,4,24/03/2016
10-583,Au-Masig-Reef,143.291275,-10.47605515,4,24/03/2016
10-585,Wap Reef,143.3545532,-10.53966808,4,24/03/2016
10-587,Blakfish Reef,143.3784087,-10.44009879,4,12/04/2016
10-593,U/N Reef,143.4735871,-10.48959158,4,12/04/2016
10-594a,U/N Reef,143.4812014,-10.59428786,3,12/04/2016
10-596,U/N Reef,143.5173692,-10.54669864,3,12/04/2016
10-598a,Gurigur Reef,143.431807,-10.025106,2,24/03/2016
10-614,U/N Reef,143.6429309,-10.10575992,0,12/04/2016
10-619,Kai-Wareg Reef,143.452941,-10.179855,2,24/03/2016
10-619,Kai-Wareg Reef,143.4607261,-10.18153466,1,12/04/2016
10-624,Maggi-Wareg Reef,143.487473,-10.259854,1,24/03/2016
10-624,Maggi-Wareg Reef,143.4958232,-10.2603543,0,12/04/2016
10-625,U/N Reef,143.5484688,-10.28236432,0,12/04/2016
10-626,U/N Reef,143.5440073,-10.22823158,0,12/04/2016
10-627,U/N Reef,143.5903746,-10.23246622,0,12/04/2016
10-630,U/N Reef,143.4602621,-10.44866485,1,12/04/2016
10-644,U/N Reef,143.8073219,-10.05028874,0,12/04/2016
10-645,U/N Reef,143.8550599,-10.04784979,0,12/04/2016
10-648,U/N Reef,143.630528,-10.22651757,0,12/04/2016
10-650,U/N Reef,143.6619666,-10.09029342,0,12/04/2016
10-652,U/N Reef,143.687992,-10.11010244,0,12/04/2016
10-653,Big Sand Reef,143.6881407,-10.1994512,0,12/04/2016
10-656,U/N Reef,143.7613091,-10.06685573,0,12/04/2016
10-686,U/N Reef,144.062882,-10.06372079,0,12/04/2016
10-687a,U/N Reef,144.0740655,-10.0508717,0,12/04/2016
10-688,U/N Reef,144.0802521,-10.03968824,0,12/04/2016
10-689a,U/N Reef,144.085011,-10.02802888,0,12/04/2016
10-691,U/N Reef,144.1000016,-10.01748787,0,12/04/2016
10-700,U/N Reef,143.9713203,-10.20615533,0,12/04/2016
10-702,U/N Reef,143.9960667,-10.17641207,0,12/04/2016
10-705,U/N Reef,144.0026816,-10.16437199,0,12/04/2016
10-707,U/N Reef,144.0079165,-10.15057112,0,12/04/2016
10-708,U/N Reef,144.0124374,-10.13914971,0,12/04/2016
10-710,U/N Reef,144.0181481,-10.12487294,0,12/04/2016
10-712,U/N Reef,144.0255245,-10.10655109,0,12/04/2016
10-713,U/N Reef,144.0352803,-10.09869887,0,12/04/2016
10-716a,U/N Reef,144.0421807,-10.07181096,0,12/04/2016
10-724,U/N Reef,143.9387217,-10.3651985,0,12/04/2016
10-727,U/N Reef,143.9425289,-10.3281265,0,12/04/2016
10-728,U/N Reef,143.9451463,-10.30980465,0,12/04/2016
10-729,U/N Reef,143.9408632,-10.34192737,0,12/04/2016
10-730,U/N Reef,143.9399115,-10.35496682,0,12/04/2016
10-732,U/N Reef,143.9510949,-10.28482031,0,12/04/2016
10-734,U/N Reef,143.9541882,-10.27220917,0,12/04/2016
10-737,U/N Reef,143.9603748,-10.23794493,0,12/04/2016
10-741,U/N Reef,143.9584713,-10.25674267,0,12/04/2016
10-744,U/N Reef,143.9637061,-10.22590485,0,12/04/2016
10-755,U/N Reef,143.9253967,-10.39675016,0,12/04/2016
10-800,U/N Reef,142.7390289,-10.81070328,4,24/03/2016
11-001,Arnold Reef,142.9927368,-11.00683498,4,25/03/2016
11-025,U/N Reef,143.0908356,-11.06997013,4,25/03/2016
11-026,Sinclair Reef,143.0284576,-11.11662197,4,25/03/2016
11-035,Milman-Aplin Reef,143.030838,-11.18211842,4,25/03/2016
11-038,Douglas Islet Reef,143.0007172,-11.2432394,4,25/03/2016
11-052,Cholmondeley Reef,143.0701447,-11.38962555,4,25/03/2016
11-053,Jardine Reef,143.0353394,-11.38516045,4,25/03/2016
11-055,Wallace Islet Reef,143.042038,-11.45389843,4,25/03/2016
11-061,Little Boydong Reef,143.0406494,-11.48878002,4,25/03/2016
11-062,Boydong Island Reef,143.0287628,-11.4979887,4,25/03/2016
11-072,U/N Reef,143.9954834,-11.28264427,3,24/03/2016
11-073,U/N Reef,144.0057831,-11.28243065,3,24/03/2016
11-074,U/N Reef,143.9963226,-11.29488564,3,24/03/2016
11-075,U/N Reef,143.9792328,-11.29531193,2,24/03/2016
11-076,U/N Reef,143.9807892,-11.30926514,2,24/03/2016
11-077,U/N Reef,143.9624176,-11.32235336,2,24/03/2016
11-081,U/N Reef,143.9565888,-11.34822178,2,24/03/2016
11-082,U/N Reef,143.9520111,-11.3558569,2,24/03/2016
11-083,U/N Reef,143.9640503,-11.36100101,2,24/03/2016
11-087b,U/N Reef,143.9590454,-11.37150669,2,24/03/2016
11-088,U/N Reef,143.9599762,-11.38324833,3,24/03/2016
11-089b,U/N Reef,143.9584961,-11.39221954,2,24/03/2016
11-091,U/N Reef,143.9636841,-11.4024229,2,24/03/2016
11-094,U/N Reef,143.9649353,-11.41164684,3,24/03/2016
11-095,U/N Reef,143.9695587,-11.41603661,2,24/03/2016
11-096,U/N Reef,143.9750519,-11.42115688,1,24/03/2016
11-097,U/N Reef,143.9741516,-11.42740726,0,24/03/2016
11-102,U/N Reef,143.9677277,-11.46307278,1,24/03/2016
11-109a,U/N Reef,143.9241638,-11.49207115,0,24/03/2016
11-109b,U/N Reef,143.9456177,-11.48265171,1,24/03/2016
11-110,U/N Reef,143.8581238,-11.48993874,0,24/03/2016
11-113,U/N Reef,144.0173187,-11.03934193,0,24/03/2016
11-114,U/N Reef,144.0223846,-11.04900837,1,24/03/2016
11-115,U/N Reef,144.0335541,-11.05487251,3,24/03/2016
11-116,U/N Reef,144.0407105,-11.06919193,3,24/03/2016
11-117,U/N Reef,144.0440064,-11.10342503,3,24/03/2016
11-118a,U/N Reef,144.0333099,-11.13163185,1,24/03/2016
11-119,U/N Reef,144.0584412,-11.14598274,3,24/03/2016
11-120,U/N Reef,144.0600281,-11.18517208,3,24/03/2016
11-122,U/N Reef,144.0466309,-11.20068359,2,24/03/2016
11-123,U/N Reef,144.0509949,-11.20973969,2,24/03/2016
11-124,U/N Reef,144.0562134,-11.21752453,1,24/03/2016
11-125,Stark Reef,144.0656586,-11.26131248,3,24/03/2016
11-126b,U/N Reef,144.0183258,-11.26926422,2,24/03/2016
11-127b,U/N Reef,144.026413,-11.27613068,1,24/03/2016
11-128,U/N Reef,144.0342255,-11.27928543,1,24/03/2016
11-129,U/N Reef,144.0441132,-11.27628613,1,24/03/2016
11-134,Pirie Reef,142.898346,-11.59038353,4,25/03/2016
11-136,Hannibal Islands Reef,142.9396973,-11.59758282,4,25/03/2016
11-137,U/N Reef,142.9074554,-11.65137577,4,25/03/2016
11-138,MacArthur Islands Reef,142.9863892,-11.73176193,4,25/03/2016
11-139,U/N Reef,142.9733582,-11.75949955,4,25/03/2016
11-140,U/N Reef,142.8959503,-11.76236153,4,25/03/2016
11-141,U/N Reef,142.9156494,-11.76965237,4,25/03/2016
11-142,U/N Reef,142.9364319,-11.77186203,4,25/03/2016
11-143,U/N Reef,142.9554443,-11.77073002,4,25/03/2016
11-147,U/N Reef,142.9001617,-11.80533791,4,25/03/2016
11-150,U/N Reef,142.9387207,-11.84314537,4,25/03/2016
11-151,U/N Reef,142.9935913,-11.86193657,4,25/03/2016
11-156,Wizard Reef,143.0166626,-11.55002689,4,25/03/2016
11-161,Viking Reef,143.0104523,-11.59418392,4,25/03/2016
11-173,Cockburn Reef,143.3633118,-11.82064915,4,24/03/2016
11-176,Rodney Reef,143.1073456,-11.89486122,4,25/03/2016
11-177,U/N Reef,143.1291046,-11.9063139,4,25/03/2016
11-178,Cockburn Patch,143.3379517,-11.91106606,4,24/03/2016
11-181,Sunday Reef,143.2075348,-11.92708302,4,25/03/2016
11-184a,Queue Reef,143.3714142,-11.93292141,4,23/03/2016
11-184b,Wreck Reef,143.4171753,-11.94813156,4,23/03/2016
11-184c,Sir Charles Hardy Islands Reef,143.4964447,-11.91147614,4,23/03/2016
11-187,Harvey Reef,143.2677307,-11.96995258,4,23/03/2016
11-188,Clerke Reef,143.2860107,-11.96976376,4,23/03/2016
11-189,Perry Reef,143.2547302,-11.97135067,4,25/03/2016
11-190a,Cape Grenville Reef (No 1),143.2340393,-11.95914268,4,25/03/2016
11-190b,Cape Grenville Reef (No 2),143.2443237,-11.97168732,4,25/03/2016
11-191,Hicks Reef,143.2700501,-11.98371029,4,23/03/2016
