salinity temperature pH
34.754494 29.75069 8.023966
34.156174 29.33505 8.036292
33.024925 29.809273 8.037243
34.09783 27.780209 8.054235
34.503525 26.121702 8.064703
35.084953 24.579918 8.091907
35.31858 23.255857 8.105785
35.54268 23.38349 8.095531
35.46149 24.393723 8.097957
35.3257 26.515564 8.068435
35.45938 27.533552 8.053243
35.22017 29.37784 8.050265
35.04771 29.506685 8.036429
34.950554 29.359753 8.041435
34.69246 29.027382 8.055316
34.330322 27.792624 8.080654
34.481247 26.23553 8.085376
34.846638 25.263836 8.081059
35.067646 24.448938 8.083699
35.24185 24.40315 8.100572
35.256817 24.99642 8.096105
35.233456 25.775797 8.0814085
35.150494 27.186226 8.069131
35.212482 28.153887 8.046846
35.177242 28.99481 8.040121
35.04018 29.578096 8.034299
34.874924 29.50848 8.04344
34.75219 28.140865 8.071868
34.840885 26.547096 8.079083
35.02461 25.321995 8.073423
35.224213 24.251486 8.0793
35.227394 25.028927 8.086995
35.359684 25.08704 8.087259
35.357708 25.947948 8.068896
35.267555 27.382137 8.046677
35.249508 28.113005 8.037047
35.13419 28.747677 8.0387125
34.421383 28.881765 8.043829
34.677647 28.177197 8.055264
34.600376 27.544077 8.053708
34.836678 26.453583 8.063457
34.9761 25.071106 8.072164
35.24014 24.261477 8.088444
35.32079 24.089142 8.090433
35.399162 24.478249 8.0808325
35.381756 25.393742 8.070561
35.303852 26.658121 8.054787
35.27916 28.718454 8.022366
35.17338 28.940071 8.024302
34.975845 29.263105 8.031324
34.75507 29.039278 8.040204
34.86416 27.844976 8.054498
35.06619 26.52763 8.064884
35.34445 25.158075 8.075329
35.420425 24.268286 8.085179
35.341515 24.498312 8.083283
35.381374 25.433317 8.074311
35.50833 25.467579 8.058094
35.425663 26.871794 8.054871
35.27456 28.358595 8.032424
35.126297 29.525385 8.012707
35.134903 30.14143 8.015406
34.8501 30.605572 8.024052
34.739483 28.8358 8.05897
34.801304 27.513302 8.063714
35.05842 26.67376 8.060476
35.211075 25.574165 8.064395
35.29782 24.71415 8.07398
35.33553 25.696913 8.064604
35.360523 26.458717 8.06271
35.35884 27.634346 8.046655
35.447174 28.443203 8.027895
