salinity temperature pH
34.820286 29.711424 8.024526
34.361507 29.341568 8.036027
33.275543 29.770624 8.037398
34.43594 27.81753 8.058682
34.74415 26.310244 8.069901
35.20295 24.963207 8.096208
35.39584 23.518543 8.117191
35.550125 23.706102 8.109161
35.42597 24.542294 8.101892
35.347393 26.49224 8.074397
35.45568 27.520187 8.058782
35.178165 29.342556 8.051876
35.024235 29.388557 8.037694
34.93587 29.166805 8.048063
34.69464 28.947256 8.059495
34.552547 27.77229 8.078762
34.767727 26.316542 8.083709
34.96591 25.50978 8.083259
35.061962 24.737331 8.086055
35.201324 24.561857 8.10396
35.22057 25.021301 8.100707
35.18765 25.765076 8.084251
35.118996 27.161837 8.071703
35.190266 28.009314 8.051486
35.168133 28.643677 8.050931
35.005775 29.380365 8.040233
34.895554 29.351889 8.044571
34.850365 28.018183 8.071895
34.94507 26.590136 8.082025
35.061714 25.661507 8.073729
35.251114 24.531275 8.087644
35.210236 25.1381 8.088845
35.335842 25.134485 8.090519
35.343307 25.868893 8.073252
35.225872 27.38824 8.050126
35.21976 28.034037 8.042234
35.10018 28.697422 8.044594
34.52486 28.799267 8.046263
34.83296 28.088398 8.059919
34.777435 27.58511 8.055775
34.97919 26.48103 8.072438
35.054363 25.30869 8.082046
35.22175 24.483637 8.092519
35.299698 24.2588 8.093617
35.364006 24.51302 8.087375
35.333515 25.392357 8.076567
35.273613 26.618587 8.055819
35.228348 28.592527 8.02678
35.157753 28.719046 8.03182
34.987156 29.183702 8.033972
34.78834 28.946901 8.041858
34.94203 27.645418 8.059585
35.05642 26.495506 8.069097
35.286564 25.344727 8.077906
35.366062 24.472263 8.090254
35.302326 24.636415 8.087707
35.30415 25.423258 8.076907
35.41227 25.384073 8.0685005
35.393215 26.725548 8.062206
35.253326 28.231703 8.037302
35.108505 29.385979 8.016271
35.118786 30.067472 8.02037
34.844414 30.572239 8.026009
34.88668 28.753384 8.057773
34.944687 27.631067 8.058754
35.152473 26.774637 8.061413
35.256035 25.78717 8.06511
35.332268 24.958635 8.08041
35.33031 25.781715 8.069388
35.345547 26.318127 8.071964
35.31199 27.627802 8.049703
35.38824 28.363384 8.037217
