salinity temperature pH
34.90369 29.70014 8.025927
34.77703 29.19291 8.039529
33.827297 29.537098 8.039643
34.897125 27.756329 8.068123
35.153004 26.598534 8.082744
35.283222 25.19074 8.100836
35.47036 23.741194 8.127244
35.602123 23.66334 8.113036
35.391247 24.557442 8.105629
35.356106 26.463095 8.074345
35.465855 27.374186 8.057255
35.13572 29.322325 8.04895
34.99768 29.241308 8.037898
34.924183 28.951328 8.05291
34.64674 28.855837 8.063908
34.765663 27.588646 8.07715
35.01822 26.383871 8.081422
35.02282 25.702417 8.086664
35.045246 25.148401 8.08981
35.169067 24.696812 8.109009
35.186142 24.890118 8.10421
35.162113 25.596422 8.088754
35.12376 27.056786 8.072524
35.173687 27.568228 8.059953
35.125614 28.187944 8.060141
34.990524 28.991043 8.0461
34.90345 29.04197 8.049892
34.9448 27.67592 8.073527
34.978012 26.683596 8.079638
35.098545 26.023201 8.074918
35.254417 24.94144 8.0948
35.2171 25.084538 8.090355
35.32285 25.102385 8.098503
35.32263 25.711664 8.07556
35.204002 27.286108 8.052331
35.193275 27.932266 8.048944
35.065845 28.629442 8.049208
34.731407 28.557503 8.053943
34.98026 27.855028 8.066201
34.90827 27.526472 8.059333
35.07093 26.397738 8.081062
35.108788 25.555344 8.090784
35.188587 24.856298 8.097905
35.270466 24.532515 8.09467
35.32972 24.500425 8.091385
35.307434 25.317154 8.083102
35.265312 26.537786 8.05898
35.20892 28.539833 8.0299425
35.130863 28.591427 8.040261
35.01169 29.114721 8.038021
34.812366 28.708885 8.043683
35.000965 27.31578 8.064952
35.047813 26.464659 8.0747595
35.237885 25.569715 8.083315
35.28933 24.715944 8.093221
35.26935 24.721512 8.09153
35.26626 25.197857 8.082656
35.3254 25.08769 8.08679
35.36961 26.08448 8.071454
35.219925 28.186672 8.04162
35.12022 29.275398 8.018793
35.065605 30.18402 8.0286875
34.777325 30.449259 8.028697
35.03602 28.408358 8.058415
35.05263 27.579609 8.055758
35.211502 26.774956 8.062262
35.26055 26.048471 8.066737
35.344 25.14301 8.085412
35.33278 25.688307 8.077386
35.32625 26.126747 8.077771
35.302155 27.500303 8.053916
35.37066 28.01747 8.0480175
