id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	materialSampleID	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	occurrenceStatus	preparations	otherCatalogNumbers	associatedReferences	organismID	associatedOccurrences	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	eventDate	eventTime	year	month	verbatimEventDate	fieldNumber	waterBody	country	stateProvince	county	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	footprintWKT	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	identificationQualifier	typeStatus	scientificNameID	taxonConceptID	scientificName	kingdom	phylum	class	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName
F41E9485-F654-4E3C-A386-8661C5928617	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2009	HumanObservation		F41E9485-F654-4E3C-A386-8661C5928617	F41E9485-F654-4E3C-A386-8661C5928617					1	individuals			present										2009-02-27							Australia				30	30	-14.50239	145.5589	200	0.0018	POINT (145.55890 -14.50239)							urn:lsid:marinespecies.org:taxname:534100		Abdopus abaculus	Animalia	Mollusca	Cephalopoda	Octopodidae	Abdopus				species	(Norman & Sweeney, 1997)	
{95143448-F933-473A-92D0-9BAE3420F32C}	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2009	HumanObservation		{95143448-F933-473A-92D0-9BAE3420F32C}	{95143448-F933-473A-92D0-9BAE3420F32C}					1	individuals			present										2009-02-27							Australia				7.5	7.5	-14.45441	145.5043	200	0.0018	POINT (145.50430 -14.45441)							urn:lsid:marinespecies.org:taxname:213289		Acanthaster planci	Animalia	Echinodermata	Asteroidea	Acanthasteridae	Acanthaster				species	(Linnaeus, 1758)	
{FFF77011-D65E-4958-A98F-D5F494EFA768}	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2010	HumanObservation		{FFF77011-D65E-4958-A98F-D5F494EFA768}	{FFF77011-D65E-4958-A98F-D5F494EFA768}					1	individuals			present										2010							Australia				17	17	-14.64745	145.4525	200	0.0018	POINT (145.45250 -14.64745)							urn:lsid:marinespecies.org:taxname:211768		Acanthophora spicifera	Plantae	Rhodophyta	Florideophyceae	Rhodomelaceae	Acanthophora				species	(M.Vahl) BÃ¸rgesen, 1910	
{FD69BEA2-0AC8-46E2-A5B9-4CA889825590}	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2010	HumanObservation		{FD69BEA2-0AC8-46E2-A5B9-4CA889825590}	{FD69BEA2-0AC8-46E2-A5B9-4CA889825590}					1	individuals			present										2010							Australia				10	10	-14.76362	145.3362	200	0.0018	POINT (145.33620 -14.76362)							urn:lsid:marinespecies.org:taxname:211768		Acanthophora spicifera	Plantae	Rhodophyta	Florideophyceae	Rhodomelaceae	Acanthophora				species	(M.Vahl) BÃ¸rgesen, 1910	
{B2361D16-906C-4252-8A84-432B1DE4B4B5}	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2010	HumanObservation		{B2361D16-906C-4252-8A84-432B1DE4B4B5}	{B2361D16-906C-4252-8A84-432B1DE4B4B5}					1	individuals			present										2010							Australia				12	12	-14.66135	145.4716	200	0.0018	POINT (145.47160 -14.66135)							urn:lsid:marinespecies.org:taxname:211768		Acanthophora spicifera	Plantae	Rhodophyta	Florideophyceae	Rhodomelaceae	Acanthophora				species	(M.Vahl) BÃ¸rgesen, 1910	
{05E124CE-D35B-4F34-9C33-80D24FD11920}	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2010	HumanObservation		{05E124CE-D35B-4F34-9C33-80D24FD11920}	{05E124CE-D35B-4F34-9C33-80D24FD11920}					1	individuals			present										2010							Australia				4	4	-14.78033	145.33929	200	0.0018	POINT (145.33929 -14.78033)							urn:lsid:marinespecies.org:taxname:211768		Acanthophora spicifera	Plantae	Rhodophyta	Florideophyceae	Rhodomelaceae	Acanthophora				species	(M.Vahl) BÃ¸rgesen, 1910	
C2F59554-1AFB-4F10-8CAC-1282E1A426F5	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2008	HumanObservation		C2F59554-1AFB-4F10-8CAC-1282E1A426F5	C2F59554-1AFB-4F10-8CAC-1282E1A426F5					1	individuals			present										2008-04-22							Australia				9	9	-14.68708	145.46556	200	0.0018	POINT (145.46556 -14.68708)							urn:lsid:marinespecies.org:taxname:211768		Acanthophora spicifera	Plantae	Rhodophyta	Florideophyceae	Rhodomelaceae	Acanthophora				species	(M.Vahl) BÃ¸rgesen, 1910	
B1C0884D-6BEC-45F5-9C92-C9EEA065F5DC	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2009	HumanObservation		B1C0884D-6BEC-45F5-9C92-C9EEA065F5DC	B1C0884D-6BEC-45F5-9C92-C9EEA065F5DC					3	individuals			present										2009-02-27							Australia				11	11	-14.74291	145.51427	200	0.0018	POINT (145.51427 -14.74291)							urn:lsid:marinespecies.org:taxname:211768		Acanthophora spicifera	Plantae	Rhodophyta	Florideophyceae	Rhodomelaceae	Acanthophora				species	(M.Vahl) BÃ¸rgesen, 1910	
83D15693-2411-403A-AD83-43E7B514C98E	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2009	HumanObservation		83D15693-2411-403A-AD83-43E7B514C98E	83D15693-2411-403A-AD83-43E7B514C98E					2	individuals			present										2009-02-27							Australia				12	12	-14.74981	145.5098	200	0.0018	POINT (145.50980 -14.74981)							urn:lsid:marinespecies.org:taxname:240271		Achelia assimilis	Animalia	Arthropoda	Pycnogonida	Ammotheidae	Achelia				species	(Haswell, 1885)	
242427A7-7A96-41F7-9A99-FF23A395B8D2	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2009	HumanObservation		242427A7-7A96-41F7-9A99-FF23A395B8D2	242427A7-7A96-41F7-9A99-FF23A395B8D2					1	individuals			present										2009-02-27							Australia				17	17	-14.4995	145.5564	200	0.0018	POINT (145.55640 -14.49950)							urn:lsid:marinespecies.org:taxname:240271		Achelia assimilis	Animalia	Arthropoda	Pycnogonida	Ammotheidae	Achelia				species	(Haswell, 1885)	
E071D1DD-9682-4D31-AF14-A241956A941B	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2010	HumanObservation		E071D1DD-9682-4D31-AF14-A241956A941B	E071D1DD-9682-4D31-AF14-A241956A941B					1	individuals			present										2010							Australia				20	20	-14.751	145.51221	200	0.0018	POINT (145.51221 -14.75100)							urn:lsid:marinespecies.org:taxname:207031		Acropora grandis	Animalia	Cnidaria	Anthozoa	Acroporidae	Acropora				species	(Brook, 1892)	
B1ED5A2F-5844-4639-8662-0BC9E56D1948	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2010	HumanObservation		B1ED5A2F-5844-4639-8662-0BC9E56D1948	B1ED5A2F-5844-4639-8662-0BC9E56D1948					1	individuals			present										2010							Australia				5	5	-14.69893	145.4487	200	0.0018	POINT (145.44870 -14.69893)							urn:lsid:marinespecies.org:taxname:207094		Acropora humilis	Animalia	Cnidaria	Anthozoa	Acroporidae	Acropora				species	(Dana, 1846)	
068079CE-D900-4E9C-08C8-056C825FF4F1	2018-07-13T09:31:54			AIMS	CReefs - Lizard Island 2010	HumanObservation		068079CE-D900-4E9C-08C8-056C825FF4F1	068079CE-D900-4E9C-08C8-056C825FF4F1					1	individuals			present										2010							Australia				5	5	-14.756	145.3627	200	0.0018	POINT (145.36270 -14.75600)							urn:lsid:marinespecies.org:taxname:207035		Acropora intermedia	Animalia	Cnidaria	Anthozoa	Acroporidae	Acropora				species	(Brook, 1891)	
{F1BFB9DA-20EE-48F5-80AC-D3B028BB812F}	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2009	HumanObservation		{F1BFB9DA-20EE-48F5-80AC-D3B028BB812F}	{F1BFB9DA-20EE-48F5-80AC-D3B028BB812F}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.77905	145.3506	200	0.0018	POINT (145.35060 -14.77905)							urn:lsid:marinespecies.org:taxname:209053		Actaeodes tomentosus	Animalia	Arthropoda	Malacostraca	Xanthidae	Actaeodes				species	(H. Milne Edwards, 1834)	
D53F15BB-FF4B-4837-BCAD-0B2411904828	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2010	HumanObservation		D53F15BB-FF4B-4837-BCAD-0B2411904828	D53F15BB-FF4B-4837-BCAD-0B2411904828					1	individuals			present										2010							Australia				13	13	-14.74422	145.5125	200	0.0018	POINT (145.51250 -14.74422)							urn:lsid:marinespecies.org:taxname:207074		Acropora loripes	Animalia	Cnidaria	Anthozoa	Acroporidae	Acropora				species	(Brook, 1892)	
8C32055F-F6C2-479C-B373-515525C712A6	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2010	HumanObservation		8C32055F-F6C2-479C-B373-515525C712A6	8C32055F-F6C2-479C-B373-515525C712A6					1	individuals			present										2010							Australia				5	5	-14.69893	145.4487	200	0.0018	POINT (145.44870 -14.69893)							urn:lsid:marinespecies.org:taxname:207074		Acropora loripes	Animalia	Cnidaria	Anthozoa	Acroporidae	Acropora				species	(Brook, 1892)	
8F216D48-9993-4CD6-A7BC-7337F7F3AA27	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2010	HumanObservation		8F216D48-9993-4CD6-A7BC-7337F7F3AA27	8F216D48-9993-4CD6-A7BC-7337F7F3AA27					1	individuals			present										2010							Australia				5	5	-14.756	145.3627	200	0.0018	POINT (145.36270 -14.75600)							urn:lsid:marinespecies.org:taxname:207023		Acropora millepora	Animalia	Cnidaria	Anthozoa	Acroporidae	Acropora				species	(Ehrenberg, 1834)	
7246DD38-C2EA-49BE-AA88-A5521AD1D67D	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2010	HumanObservation		7246DD38-C2EA-49BE-AA88-A5521AD1D67D	7246DD38-C2EA-49BE-AA88-A5521AD1D67D					1	individuals			present										2010							Australia				13	13	-14.74422	145.5125	200	0.0018	POINT (145.51250 -14.74422)							urn:lsid:marinespecies.org:taxname:207015		Acropora pulchra	Animalia	Cnidaria	Anthozoa	Acroporidae	Acropora				species	(Brook, 1891)	
{F5473A0C-36F2-448F-8FC7-344C7F9F4638}	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2009	HumanObservation		{F5473A0C-36F2-448F-8FC7-344C7F9F4638}	{F5473A0C-36F2-448F-8FC7-344C7F9F4638}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.77458	145.3672	200	0.0018	POINT (145.36720 -14.77458)							urn:lsid:marinespecies.org:taxname:209053		Actaeodes tomentosus	Animalia	Arthropoda	Malacostraca	Xanthidae	Actaeodes				species	(H. Milne Edwards, 1834)	
{9C1CDD63-D01C-45B6-BEF8-0AE747334D06}	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2009	HumanObservation		{9C1CDD63-D01C-45B6-BEF8-0AE747334D06}	{9C1CDD63-D01C-45B6-BEF8-0AE747334D06}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.77458	145.3672	200	0.0018	POINT (145.36720 -14.77458)							urn:lsid:marinespecies.org:taxname:209053		Actaeodes tomentosus	Animalia	Arthropoda	Malacostraca	Xanthidae	Actaeodes				species	(H. Milne Edwards, 1834)	
{CF390CED-7647-4BA0-AD79-EE7181A86CD3}	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2009	HumanObservation		{CF390CED-7647-4BA0-AD79-EE7181A86CD3}	{CF390CED-7647-4BA0-AD79-EE7181A86CD3}					1	individuals			present										2009-02-27							Australia				0	0	-14.6803	145.46899	200	0.0018	POINT (145.46899 -14.68030)							urn:lsid:marinespecies.org:taxname:208947		Actinopyga echinites	Animalia	Echinodermata	Holothuroidea	Holothuriidae	Actinopyga				species	(Jaeger, 1833)	
{E7D492FA-7BFA-4F83-A413-00D3CF4C892A}	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2009	HumanObservation		{E7D492FA-7BFA-4F83-A413-00D3CF4C892A}	{E7D492FA-7BFA-4F83-A413-00D3CF4C892A}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.77905	145.3506	200	0.0018	POINT (145.35060 -14.77905)							urn:lsid:marinespecies.org:taxname:208952		Actinopyga lecanora	Animalia	Echinodermata	Holothuroidea	Holothuriidae	Actinopyga				species	(Jaeger, 1833)	
{9ED2FD1D-D878-4EBB-9177-44ACEAE43CD9}	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2009	HumanObservation		{9ED2FD1D-D878-4EBB-9177-44ACEAE43CD9}	{9ED2FD1D-D878-4EBB-9177-44ACEAE43CD9}					1	individuals			present										2009-02-27							Australia				10	10	-14.74291	145.51427	200	0.0018	POINT (145.51427 -14.74291)							urn:lsid:marinespecies.org:taxname:208949		Actinopyga miliaris	Animalia	Echinodermata	Holothuroidea	Holothuriidae	Actinopyga				species	(Quoy & Gaimard, 1834)	
{10773453-4B77-4C48-A2EA-00FC84606ABD}	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2010	HumanObservation		{10773453-4B77-4C48-A2EA-00FC84606ABD}	{10773453-4B77-4C48-A2EA-00FC84606ABD}					1	individuals			present										2010							Australia				9	9	-14.65383	145.46339	200	0.0018	POINT (145.46339 -14.65383)							urn:lsid:marinespecies.org:taxname:211595		Actinotrichia fragilis	Plantae	Rhodophyta	Florideophyceae	Galaxauraceae	Actinotrichia				species	(ForsskÃ¥l) BÃ¸rgesen, 1932	
BB8CFC21-1796-419F-80AA-8EEC4F10E9D2	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2009	HumanObservation		BB8CFC21-1796-419F-80AA-8EEC4F10E9D2	BB8CFC21-1796-419F-80AA-8EEC4F10E9D2					1	individuals			present										2009-02-27							Australia				11	11	-14.64478	145.45351	200	0.0018	POINT (145.45351 -14.64478)							urn:lsid:marinespecies.org:taxname:211595		Actinotrichia fragilis	Plantae	Rhodophyta	Florideophyceae	Galaxauraceae	Actinotrichia				species	(ForsskÃ¥l) BÃ¸rgesen, 1932	
736A50F0-1306-43C1-0B05-1B4435391BC3	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2008	HumanObservation		736A50F0-1306-43C1-0B05-1B4435391BC3	736A50F0-1306-43C1-0B05-1B4435391BC3					1	individuals			present										2008-04-22							Australia				14	14	-14.64583	145.4536	200	0.0018	POINT (145.45360 -14.64583)							urn:lsid:marinespecies.org:taxname:211595		Actinotrichia fragilis	Plantae	Rhodophyta	Florideophyceae	Galaxauraceae	Actinotrichia				species	(ForsskÃ¥l) BÃ¸rgesen, 1932	
{1AB7C3B9-315E-48E9-8296-0EEE9918527F}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{1AB7C3B9-315E-48E9-8296-0EEE9918527F}	{1AB7C3B9-315E-48E9-8296-0EEE9918527F}					1	individuals			present										2009-02-27							Australia				0	0	-14.6817	145.4494	200	0.0018	POINT (145.44940 -14.68170)							urn:lsid:marinespecies.org:taxname:210534		Alpheus barbatus	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	CoutiÃ¨re, 1897	
{FA27C32E-8FC1-4188-9A9A-266D8BD1DF11}	2018-07-13T09:32:41			AIMS	CReefs - Lizard Island 2010	HumanObservation		{FA27C32E-8FC1-4188-9A9A-266D8BD1DF11}	{FA27C32E-8FC1-4188-9A9A-266D8BD1DF11}					1	individuals			present										2010							Australia				1	1	-14.67942	145.44749	200	0.0018	POINT (145.44749 -14.67942)							urn:lsid:marinespecies.org:taxname:957121		Actinimenes inornatus	Animalia	Arthropoda	Malacostraca	Palaemonidae	Actinimenes				species	(Kemp, 1922)	
{9DBCB299-2238-4ACE-878C-9F3C2D98F54E}	2018-07-13T09:32:41			AIMS	CReefs - Lizard Island 2010	HumanObservation		{9DBCB299-2238-4ACE-878C-9F3C2D98F54E}	{9DBCB299-2238-4ACE-878C-9F3C2D98F54E}					2	individuals			present										2010							Australia				2	2	-14.67942	145.44749	200	0.0018	POINT (145.44749 -14.67942)							urn:lsid:marinespecies.org:taxname:957121		Actinimenes inornatus	Animalia	Arthropoda	Malacostraca	Palaemonidae	Actinimenes				species	(Kemp, 1922)	
62B12FB7-89EF-4E6D-0BE8-0FC5CEBFF134	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2008	HumanObservation		62B12FB7-89EF-4E6D-0BE8-0FC5CEBFF134	62B12FB7-89EF-4E6D-0BE8-0FC5CEBFF134						individuals			present										2008-04-22							Australia				18	18	-14.38567	145.4671	200	0.0018	POINT (145.46710 -14.38567)							urn:lsid:marinespecies.org:taxname:256448		Aegiochus vigilans	Animalia	Arthropoda	Malacostraca	Aegidae	Aega				species	(Haswell, 1881)	
1626B953-F0F0-4135-938B-388BE5F156E4	2018-07-13T09:31:53			AIMS	CReefs - Lizard Island 2008	HumanObservation		1626B953-F0F0-4135-938B-388BE5F156E4	1626B953-F0F0-4135-938B-388BE5F156E4					1	individuals			present										2008-04-22							Australia				1	1	-14.68039	145.4453	200	0.0018	POINT (145.44530 -14.68039)							urn:lsid:marinespecies.org:taxname:256448		Aegiochus vigilans	Animalia	Arthropoda	Malacostraca	Aegidae	Aega				species	(Haswell, 1881)	
{36980D6B-62DA-41B7-8EB0-3128246337BC}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{36980D6B-62DA-41B7-8EB0-3128246337BC}	{36980D6B-62DA-41B7-8EB0-3128246337BC}					1	individuals			present										2009-02-27							Australia				2	2	-14.45138	145.3139	200	0.0018	POINT (145.31390 -14.45138)							urn:lsid:marinespecies.org:taxname:210950		Afrocucumis africana	Animalia	Echinodermata	Holothuroidea	Sclerodactylidae	Afrocucumis				species	(Semper, 1867)	
{88D61F44-B43C-44EB-B274-82C69DB9429D}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{88D61F44-B43C-44EB-B274-82C69DB9429D}	{88D61F44-B43C-44EB-B274-82C69DB9429D}					1	individuals			present										2009-02-27							Australia				5	5	-14.75031	145.50929	200	0.0018	POINT (145.50929 -14.75031)							urn:lsid:marinespecies.org:taxname:210950		Afrocucumis africana	Animalia	Echinodermata	Holothuroidea	Sclerodactylidae	Afrocucumis				species	(Semper, 1867)	
991156F2-41BA-40E4-9859-0F2663E4DF52	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2008	HumanObservation		991156F2-41BA-40E4-9859-0F2663E4DF52	991156F2-41BA-40E4-9859-0F2663E4DF52					1	individuals			present										2008-04-22							Australia				12	12	-14.68687	145.43764	200	0.0018	POINT (145.43764 -14.68687)							urn:lsid:marinespecies.org:taxname:517622		Alertigorgia orientalis	Animalia	Cnidaria	Anthozoa	Anthothelidae	Alertigorgia				species	(Ridley, 1884)	
{9174327E-20AD-4103-8D58-12759F8EC1D2}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{9174327E-20AD-4103-8D58-12759F8EC1D2}	{9174327E-20AD-4103-8D58-12759F8EC1D2}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.68187	145.4494	200	0.0018	POINT (145.44940 -14.68187)							urn:lsid:marinespecies.org:taxname:514806		Alpheopsis yaldwyni	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheopsis				species	Banner & Banner, 1973	
{99EFC9A1-B62B-4363-8244-86174ACC5FCC}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{99EFC9A1-B62B-4363-8244-86174ACC5FCC}	{99EFC9A1-B62B-4363-8244-86174ACC5FCC}					1	individuals			present										2009-02-27							Australia				1	1	-14.6744	145.4456	200	0.0018	POINT (145.44560 -14.67440)							urn:lsid:marinespecies.org:taxname:514806		Alpheopsis yaldwyni	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheopsis				species	Banner & Banner, 1973	
{261C0ABB-615D-43E8-B121-01816C76E411}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{261C0ABB-615D-43E8-B121-01816C76E411}	{261C0ABB-615D-43E8-B121-01816C76E411}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.68187	145.4494	200	0.0018	POINT (145.44940 -14.68187)							urn:lsid:marinespecies.org:taxname:210534		Alpheus barbatus	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	CoutiÃ¨re, 1897	
{67CA0E35-B6C9-4063-AA3E-0186833CE5BB}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2010	HumanObservation		{67CA0E35-B6C9-4063-AA3E-0186833CE5BB}	{67CA0E35-B6C9-4063-AA3E-0186833CE5BB}					2	individuals			present										2010							Australia				6	6	-14.68703	145.4651	200	0.0018	POINT (145.46510 -14.68703)							urn:lsid:marinespecies.org:taxname:210526		Alpheus bucephalus	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	CoutiÃ¨re, 1905	
{0B28D545-0A23-4C42-9641-01558949D222}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2010	HumanObservation		{0B28D545-0A23-4C42-9641-01558949D222}	{0B28D545-0A23-4C42-9641-01558949D222}					3	individuals			present										2010							Australia				6	6	-14.64602	145.4536	200	0.0018	POINT (145.45360 -14.64602)							urn:lsid:marinespecies.org:taxname:210526		Alpheus bucephalus	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	CoutiÃ¨re, 1905	
{64B0E213-B907-46B5-8F12-71432F24BA42}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{64B0E213-B907-46B5-8F12-71432F24BA42}	{64B0E213-B907-46B5-8F12-71432F24BA42}					1	individuals			present										2009-02-27							Australia				2	2	-14.45138	145.3139	200	0.0018	POINT (145.31390 -14.45138)							urn:lsid:marinespecies.org:taxname:210504		Alpheus collumianus	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	Stimpson, 1860	
{B82AAEAC-962B-4AB7-93E1-8095948CF930}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{B82AAEAC-962B-4AB7-93E1-8095948CF930}	{B82AAEAC-962B-4AB7-93E1-8095948CF930}					1	individuals			present										2009-02-27							Australia				1	1	-14.74291	145.51427	200	0.0018	POINT (145.51427 -14.74291)							urn:lsid:marinespecies.org:taxname:210518		Alpheus diadema	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	Dana, 1852	
{2305FA55-6FD4-4162-BF2E-DF3BF5147187}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{2305FA55-6FD4-4162-BF2E-DF3BF5147187}	{2305FA55-6FD4-4162-BF2E-DF3BF5147187}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.69265	145.4678	200	0.0018	POINT (145.46780 -14.69265)							urn:lsid:marinespecies.org:taxname:514864		Alpheus dolerus	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	Banner, 1956	
{6BED35A6-1FA6-4BF4-9BD7-66763CC028C1}	2018-07-13T09:31:51			AIMS	CReefs - Lizard Island 2009	HumanObservation		{6BED35A6-1FA6-4BF4-9BD7-66763CC028C1}	{6BED35A6-1FA6-4BF4-9BD7-66763CC028C1}					1	individuals			present										2009-02-27							Australia				5	5	-14.68187	145.4494	200	0.0018	POINT (145.44940 -14.68187)							urn:lsid:marinespecies.org:taxname:514868		Alpheus facetus	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	de Man, 1908	
{2FC9F3C9-6A4C-4848-9993-321F3E7FE967}	2018-07-13T09:31:52			AIMS	CReefs - Lizard Island 2009	HumanObservation		{2FC9F3C9-6A4C-4848-9993-321F3E7FE967}	{2FC9F3C9-6A4C-4848-9993-321F3E7FE967}					1	individuals			present										2009-02-27							Australia				5	5	-14.68187	145.4494	200	0.0018	POINT (145.44940 -14.68187)							urn:lsid:marinespecies.org:taxname:514868		Alpheus facetus	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	de Man, 1908	
{22A7C32A-1B38-4379-9E8F-0E62E5F3AC94}	2018-07-13T09:31:51			AIMS	CReefs - Lizard Island 2009	HumanObservation		{22A7C32A-1B38-4379-9E8F-0E62E5F3AC94}	{22A7C32A-1B38-4379-9E8F-0E62E5F3AC94}					1	individuals			present										2009-02-27							Australia				0	0	-14.6803	145.46899	200	0.0018	POINT (145.46899 -14.68030)							urn:lsid:marinespecies.org:taxname:210549		Alpheus frontalis	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	H. Milne Edwards, 1837 [in H. Milne Edwards, 1834-1840]	
{0E4B6C48-15A3-47D5-9312-0EE663F9FEB8}	2018-07-13T09:31:51			AIMS	CReefs - Lizard Island 2009	HumanObservation		{0E4B6C48-15A3-47D5-9312-0EE663F9FEB8}	{0E4B6C48-15A3-47D5-9312-0EE663F9FEB8}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.69265	145.4678	200	0.0018	POINT (145.46780 -14.69265)							urn:lsid:marinespecies.org:taxname:107478		Alpheus lobidens	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	De Haan, 1849 [in De Haan, 1833-1850]	
{66E89BFA-84BA-4984-B69F-948C8F1E9643}	2018-07-13T09:31:51			AIMS	CReefs - Lizard Island 2009	HumanObservation		{66E89BFA-84BA-4984-B69F-948C8F1E9643}	{66E89BFA-84BA-4984-B69F-948C8F1E9643}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.69265	145.4678	200	0.0018	POINT (145.46780 -14.69265)							urn:lsid:marinespecies.org:taxname:210536		Alpheus pacificus	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	Dana, 1852	
{F7930148-7CAA-40A0-89B1-0251D3E8BA3B}	2018-07-13T09:31:51			AIMS	CReefs - Lizard Island 2010	HumanObservation		{F7930148-7CAA-40A0-89B1-0251D3E8BA3B}	{F7930148-7CAA-40A0-89B1-0251D3E8BA3B}					3	individuals			present										2010							Australia				6	6	-14.68703	145.4651	200	0.0018	POINT (145.46510 -14.68703)							urn:lsid:marinespecies.org:taxname:210544		Alpheus lottini	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	GuÃ©rin-MÃ©neville, 1838 [in GuÃ©rin-MÃ©neville, 1829-1838]	
{E47616BB-FA70-44EB-BDE3-039DD10BEE4C}	2018-07-13T09:31:51			AIMS	CReefs - Lizard Island 2009	HumanObservation		{E47616BB-FA70-44EB-BDE3-039DD10BEE4C}	{E47616BB-FA70-44EB-BDE3-039DD10BEE4C}					2	individuals			present										2009-02-27							Australia				1	1	-14.6744	145.4456	200	0.0018	POINT (145.44560 -14.67440)							urn:lsid:marinespecies.org:taxname:210544		Alpheus lottini	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	GuÃ©rin-MÃ©neville, 1838 [in GuÃ©rin-MÃ©neville, 1829-1838]	
{54E8A860-6CF7-4029-A77D-EA69701CD517}	2018-07-13T09:31:51			AIMS	CReefs - Lizard Island 2009	HumanObservation		{54E8A860-6CF7-4029-A77D-EA69701CD517}	{54E8A860-6CF7-4029-A77D-EA69701CD517}					1	individuals			present										2009-02-27							Australia				0.5	0.5	-14.69265	145.4678	200	0.0018	POINT (145.46780 -14.69265)							urn:lsid:marinespecies.org:taxname:210544		Alpheus lottini	Animalia	Arthropoda	Malacostraca	Alpheidae	Alpheus				species	GuÃ©rin-MÃ©neville, 1838 [in GuÃ©rin-MÃ©neville, 1829-1838]	
