salinity temperature pH
34.961964 29.7724 8.02356
34.82119 29.38922 8.036583
34.08767 29.643631 8.038304
34.843616 27.883198 8.065969
35.11821 26.637709 8.08319
35.3112 25.565336 8.107281
35.467014 23.840979 8.127478
35.51954 24.339607 8.127041
35.387222 24.883188 8.100932
35.384624 26.657751 8.073042
35.457558 27.633495 8.0662985
35.07309 29.442064 8.043449
34.968697 29.388868 8.039883
34.883976 28.963171 8.058255
34.629845 28.936481 8.064564
34.75146 27.76414 8.075388
35.021214 26.512028 8.078223
35.01047 25.970984 8.083192
34.992622 25.52025 8.08817
35.10594 25.079678 8.113332
35.13884 25.249937 8.0993395
35.108143 25.985035 8.083227
35.08292 27.159557 8.072554
35.16363 28.136168 8.050426
35.11961 28.33641 8.059068
34.93919 29.44206 8.041989
34.89921 29.13801 8.047979
34.94098 27.904394 8.070605
34.94347 26.876724 8.074562
35.08722 26.19812 8.075189
35.218166 25.286203 8.085388
35.183872 25.400063 8.089695
35.309025 25.243044 8.09302
35.301205 26.075722 8.069079
35.156425 27.500923 8.05161
35.16699 28.007517 8.048671
35.033154 28.69618 8.049719
34.7648 28.600866 8.053221
34.95635 27.983862 8.063857
34.90604 27.614557 8.056008
35.05895 26.589293 8.078271
35.06978 25.821749 8.088687
35.164402 25.016712 8.098285
35.250927 24.757236 8.089626
35.297626 24.770908 8.091298
35.2753 25.54023 8.081634
35.241825 26.619812 8.055453
35.16727 28.674194 8.030048
35.10399 28.61431 8.039877
34.973686 29.100939 8.039113
34.794518 28.7252 8.043394
34.98493 27.546566 8.0613365
35.02373 26.567371 8.074254
35.20084 25.698387 8.083489
35.254063 24.90812 8.091198
35.2438 24.952948 8.091565
35.208073 25.411758 8.076479
35.294983 25.337032 8.081685
35.3562 26.788145 8.062823
35.222626 28.156483 8.0442505
35.09849 29.26665 8.019298
35.049103 30.093735 8.030443
34.825645 30.422058 8.02931
35.031258 28.523565 8.05555
34.99413 27.806387 8.050645
35.194183 26.95341 8.05894
35.231686 26.234913 8.064264
35.32396 25.4024 8.0787
35.301476 26.044184 8.071363
35.299606 26.410458 8.075124
35.252655 27.793804 8.049505
35.319893 28.267464 8.048427
