salinity temperature pH
34.933125 29.49315 8.026749
34.84385 29.457548 8.035924
34.18496 29.621075 8.039487
34.48114 27.956442 8.057861
35.01609 26.586014 8.078629
35.302155 25.462082 8.10821
35.428734 23.656616 8.12031
35.506393 24.29743 8.124287
35.409218 24.718386 8.103979
35.357845 26.55536 8.074768
35.4446 27.612034 8.068294
35.086838 29.340118 8.048829
34.96185 29.387646 8.040374
34.914734 28.869455 8.060299
34.650757 28.928806 8.063915
34.60596 27.823912 8.079108
34.899384 26.380049 8.082087
34.998608 25.808968 8.083606
35.004745 25.374588 8.087862
35.130905 24.92774 8.110112
35.16547 25.141579 8.100687
35.12059 25.886002 8.085853
35.09848 27.109234 8.073262
35.175 28.042242 8.051225
35.14445 28.302595 8.059016
34.96879 29.345966 8.043127
34.919643 29.197418 8.045649
34.82389 28.069628 8.07147
34.955914 26.72892 8.077472
35.071426 25.997585 8.073583
35.25273 24.93459 8.089704
35.18563 25.322853 8.090262
35.31634 25.14042 8.0965805
35.306618 25.97487 8.0702305
35.174927 27.422941 8.053608
35.182858 28.02589 8.0469265
35.048374 28.689602 8.048238
34.701332 28.652311 8.048254
34.82137 28.111048 8.059521
34.84892 27.58886 8.0563
34.98593 26.532265 8.07287
35.06169 25.515043 8.082703
35.192177 24.726738 8.094953
35.27867 24.48155 8.092398
35.31745 24.718557 8.091213
35.295452 25.450006 8.082543
35.25504 26.551699 8.059193
35.187305 28.533218 8.031333
35.138035 28.472837 8.038661
34.969746 28.943308 8.037434
34.73994 28.873074 8.042788
34.93871 27.657461 8.058045
35.03668 26.505352 8.069484
35.229015 25.54483 8.078266
35.332745 24.611832 8.090186
35.27106 24.74346 8.0894
35.24382 25.398602 8.076449
35.348988 25.335236 8.0743685
35.369164 26.836084 8.0618305
35.272896 28.06908 8.043241
35.098644 29.203926 8.020776
35.077187 29.905672 8.0256815
34.82579 30.496147 8.029466
34.929867 28.72841 8.057236
34.959232 27.733082 8.054078
35.17208 26.842703 8.060206
35.25266 26.039062 8.064119
35.32774 25.206192 8.079186
35.30377 25.97241 8.071769
35.317596 26.357159 8.073694
35.251633 27.66994 8.052144
35.299095 28.264252 8.047051
