salinity temperature pH
34.682335 29.73739 8.024791
33.927185 29.360304 8.038081
32.771133 29.814205 8.038972
33.695908 27.699728 8.052102
34.3263 25.978285 8.062622
35.076466 24.501598 8.094093
35.19356 22.897049 8.09225
35.53102 23.149746 8.084977
35.51033 24.232855 8.093355
35.32795 26.564312 8.058051
35.472137 27.607662 8.049647
35.299595 29.470745 8.045504
35.101013 29.616762 8.034433
34.964813 29.657177 8.035459
34.668224 29.158161 8.053696
34.01931 27.773897 8.085969
34.10175 26.107895 8.089091
34.668205 24.991014 8.082246
35.061188 24.194197 8.08294
35.29356 24.233006 8.097224
35.32171 25.012215 8.0894785
35.334743 25.805191 8.076796
35.24934 27.324917 8.060244
35.280033 28.417746 8.042041
35.20993 29.205423 8.031586
35.091244 29.751135 8.030966
34.86378 29.696093 8.046137
34.541756 28.218836 8.077907
34.647713 26.445004 8.077905
34.963974 24.953342 8.074712
35.181152 23.91724 8.070939
35.26469 24.779408 8.082893
35.404438 25.056683 8.082346
35.40657 26.142262 8.061889
35.35491 27.468601 8.039762
35.30906 28.232521 8.030222
35.191067 28.839745 8.0304985
34.29717 28.937582 8.04431
34.421368 28.22393 8.053794
34.31565 27.468063 8.053194
34.57465 26.333988 8.056583
34.852203 24.771137 8.062288
35.261517 23.963213 8.08321
35.34658 23.896973 8.0857115
35.459393 24.473356 8.070538
35.465614 25.433529 8.0599785
35.38381 26.773455 8.051388
35.37804 28.880655 8.016326
35.20228 29.098545 8.01747
34.961945 29.315104 8.031776
34.641163 29.16038 8.042398
34.683422 28.111794 8.05217
35.05953 26.550323 8.06477
35.404922 24.938038 8.07763
35.478374 24.038391 8.08152
35.401688 24.332748 8.077489
35.495026 25.467236 8.0682125
35.627144 25.590332 8.048505
35.484478 27.07031 8.04323
35.304356 28.561367 8.026198
35.13821 29.715143 8.007489
35.15416 30.221922 8.008613
34.82086 30.650492 8.021383
34.51364 28.805515 8.064383
34.595955 27.341856 8.067883
34.90635 26.498865 8.061507
35.11254 25.278349 8.064298
35.221836 24.352734 8.066431
35.33068 25.569096 8.056032
35.39523 26.665552 8.050189
35.449688 27.774086 8.033632
35.54306 28.62311 8.017417
