salinity temperature pH
34.750618 29.744856 8.023996
34.161057 29.322653 8.036834
33.02095 29.78784 8.038188
34.140076 27.78421 8.055195
34.534496 26.142435 8.06621
35.101624 24.637934 8.094078
35.32359 23.285986 8.1065645
35.54807 23.343618 8.09353
35.45888 24.403135 8.098349
35.3241 26.51045 8.067828
35.461525 27.539673 8.052354
35.2293 29.37114 8.049827
35.047325 29.484268 8.036314
34.955654 29.382044 8.040853
34.687176 29.004532 8.056146
34.341682 27.806215 8.081094
34.495678 26.247873 8.085634
34.860695 25.29375 8.081853
35.06909 24.48034 8.084654
35.235573 24.434258 8.101835
35.257168 24.995644 8.096249
35.23343 25.771786 8.081984
35.15778 27.184572 8.067732
35.210403 28.12359 8.048243
35.16263 28.996416 8.04079
35.04285 29.536171 8.035214
34.873447 29.519384 8.043779
34.756348 28.135983 8.072453
34.833904 26.54825 8.07937
35.026886 25.335274 8.074227
35.222775 24.268179 8.079826
35.23292 24.994535 8.086365
35.361576 25.080648 8.08696
35.35824 25.951962 8.069543
35.27429 27.38304 8.045807
35.24919 28.116129 8.036882
35.135185 28.729994 8.040165
34.4467 28.854385 8.045452
34.687553 28.17364 8.055941
34.60633 27.5446 8.05404
34.841663 26.456736 8.063833
34.98131 25.081146 8.073055
35.238903 24.29031 8.089415
35.31999 24.098661 8.091303
35.401016 24.481785 8.080762
35.38413 25.392923 8.0700655
35.3095 26.667442 8.054838
35.28547 28.730967 8.022078
35.174282 28.952362 8.024048
34.981323 29.263838 8.031567
34.760868 29.031002 8.040703
34.8659 27.850285 8.054828
35.06529 26.542103 8.065224
35.345543 25.16524 8.076079
35.4151 24.280806 8.086016
35.337757 24.498583 8.083611
35.39172 25.424625 8.074117
35.50926 25.447601 8.057969
35.42182 26.78527 8.056209
35.272537 28.349459 8.033725
35.128403 29.502224 8.013255
35.136463 30.161785 8.016316
34.85131 30.565582 8.024772
34.739113 28.849712 8.058937
34.799824 27.515636 8.064259
35.066254 26.682896 8.060578
35.209743 25.58233 8.065026
35.298008 24.716755 8.074113
35.336483 25.661999 8.064589
35.35868 26.446774 8.063293
35.36827 27.605257 8.046407
35.462788 28.442781 8.026853
