salinity temperature pH
34.819824 29.734852 8.024582
34.378475 29.335608 8.036909
33.284195 29.756992 8.038161
34.49536 27.813618 8.06036
34.761345 26.30851 8.07125
35.186455 24.92637 8.096769
35.400356 23.549147 8.118189
35.557217 23.593813 8.105309
35.426823 24.526787 8.101944
35.34191 26.477243 8.074265
35.454075 27.521616 8.055556
35.182755 29.322847 8.051685
35.023212 29.381205 8.037753
34.942745 29.176104 8.047316
34.683907 28.91633 8.060312
34.56337 27.77941 8.079664
34.783928 26.327858 8.084033
34.973743 25.521423 8.084987
35.06401 24.751955 8.087004
35.20044 24.571558 8.105009
35.22199 25.004913 8.101023
35.191563 25.761787 8.084926
35.126495 27.15807 8.071033
35.187737 27.95988 8.053217
35.15223 28.67323 8.051109
35.011135 29.353498 8.040963
34.88361 29.346178 8.045706
34.858246 28.003716 8.072413
34.940353 26.589453 8.082644
35.06004 25.645636 8.074456
35.247753 24.542671 8.088007
35.21473 25.093914 8.088874
35.33863 25.134789 8.091128
35.343258 25.860617 8.07431
35.231853 27.380075 8.049743
35.22126 28.050343 8.041886
35.10221 28.66976 8.046033
34.550198 28.767284 8.0481
34.85128 28.069662 8.061173
34.778194 27.584206 8.056482
34.987305 26.48237 8.073288
35.0576 25.326786 8.083326
35.219307 24.518364 8.093518
35.299095 24.262556 8.094346
35.366764 24.499672 8.087288
35.34051 25.388617 8.075888
35.282425 26.62918 8.056232
35.23867 28.59436 8.026836
35.155365 28.717129 8.032396
34.99282 29.229778 8.034026
34.79365 28.936216 8.042398
34.94626 27.63773 8.060199
35.054016 26.509375 8.069641
35.286827 25.350084 8.078835
35.35968 24.48653 8.090984
35.30293 24.624086 8.087761
35.320248 25.40357 8.0778475
35.41311 25.359365 8.070026
35.39037 26.592861 8.064234
35.25246 28.21855 8.038575
35.12089 29.283987 8.018229
35.11614 30.068491 8.022411
34.84105 30.510715 8.027109
34.892483 28.744106 8.05848
34.94311 27.62105 8.060266
35.157402 26.777493 8.061711
35.25246 25.797491 8.0657835
35.33101 24.963892 8.080684
35.33303 25.716532 8.070232
35.34424 26.30188 8.0727
35.32287 27.551014 8.051334
35.41047 28.355034 8.035418
