salinity temperature pH
34.81635 29.710197 8.024603
34.34327 29.334494 8.036271
33.249344 29.76906 8.037516
34.44085 27.814945 8.058896
34.722836 26.288025 8.069554
35.18657 24.91083 8.095441
35.393147 23.51655 8.11685
35.55211 23.639658 8.106661
35.42941 24.521812 8.101601
35.343224 26.480587 8.074187
35.45494 27.522013 8.056677
35.181885 29.338274 8.051612
35.02521 29.384014 8.037687
34.939377 29.185087 8.047187
34.69061 28.93974 8.059326
34.5448 27.778805 8.079091
34.757217 26.31799 8.083871
34.96346 25.496979 8.083487
35.06413 24.712282 8.086098
35.204617 24.546595 8.103941
35.223194 25.01323 8.100584
35.19138 25.76838 8.084076
35.123577 27.164118 8.07111
35.189625 27.992393 8.051964
35.16433 28.685333 8.050052
35.008926 29.37413 8.040187
34.885567 29.359295 8.044902
34.849064 28.016449 8.072078
34.93872 26.585894 8.082142
35.058777 25.629375 8.073917
35.248196 24.51352 8.087175
35.212734 25.114536 8.088581
35.338448 25.130337 8.090254
35.344208 25.869364 8.073435
35.2308 27.377035 8.049751
35.221985 28.04727 8.041567
35.10289 28.687561 8.044767
34.52516 28.789883 8.046647
34.8329 28.086151 8.060022
34.767426 27.585169 8.055788
34.976475 26.479933 8.072123
35.05163 25.29803 8.081917
35.22271 24.474518 8.09256
35.30132 24.242802 8.093707
35.367344 24.502552 8.086857
35.339283 25.389608 8.075861
35.27807 26.623905 8.055683
35.234722 28.597548 8.026436
35.15811 28.728119 8.031384
34.988415 29.197878 8.03382
34.78922 28.947096 8.04192
34.94027 27.642532 8.059658
35.055996 26.50113 8.068914
35.29074 25.330679 8.07799
35.367744 24.455618 8.090321
35.305275 24.617683 8.087162
35.31359 25.41057 8.076823
35.41946 25.36826 8.068521
35.393967 26.68393 8.062881
35.25235 28.230528 8.037529
35.1144 29.359142 8.016632
35.11933 30.04645 8.020872
34.84587 30.538109 8.026708
34.88061 28.751139 8.058365
34.935146 27.613794 8.059817
35.149414 26.77007 8.061396
35.25356 25.779905 8.06521
35.330215 24.947199 8.080047
35.332085 25.756504 8.069417
35.34549 26.315027 8.071832
35.318474 27.595512 8.050118
35.400032 28.351576 8.035908
